site,flux,flux_y0,flux_y1,soil,soil_y0,soil_y1,lat,lon,igbp,n_halfhour,has_soil,grid_idx,grid_dist_km
RU-Fyo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/RU-Fyo_1999-2024_FLUXNET2015_Flux.nc,1999,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_RU-Fyo_1998-2024.nc,1998.0,2024.0,56.46152877807617,32.922080993652344,ENF,455856,True,46322,17.654164707283854
RU-Ha1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/RU-Ha1_2003-2003_FLUXNET2015_Flux.nc,2003,2003,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_RU-Ha1_2002-2004.nc,2002.0,2004.0,54.72517013549805,90.00215148925781,GRA,17520,True,50981,7.203779453626779
RU-SkP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/RU-SkP_2005-2013_FLUXNET2015_Flux.nc,2005,2013,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_RU-SkP_2004-2014.nc,2004.0,2014.0,62.255001068115234,129.16799926757812,DNF,157776,True,32078,10.743243339827428
RU-Tur,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/RU-Tur_2004-2004_FLUXNET2015_Flux.nc,2004,2004,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_RU-Tur_2004-2004.nc,2004.0,2004.0,64.20889282226562,100.46354675292969,WSA,17568,True,27753,7.843833598504122
SD-Dem,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SD-Dem_2008-2008_FLUXNET2015_Flux.nc,2008,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SD-Dem_2007-2009.nc,2007.0,2009.0,13.282899856567383,30.478300094604492,SAV,17568,True,209708,13.374123539806687
SE-Deg,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SE-Deg_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SE-Deg_2019-2024.nc,2019.0,2024.0,64.18196868896484,19.556690216064453,WET,87696,True,27623,9.547764865971347
SE-Htm,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SE-Htm_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SE-Htm_2018-2024.nc,2018.0,2024.0,56.09762954711914,13.418970108032227,MF,105216,True,47031,3.7984835589270647
SE-Nor,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SE-Nor_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SE-Nor_2018-2024.nc,2018.0,2024.0,60.08649826049805,17.47949981689453,ENF,105216,True,37052,11.719207844679328
SE-Ros,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SE-Ros_2015-2020_FLUXNET2015_Flux.nc,2015,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SE-Ros_2014-2020.nc,2014.0,2020.0,64.17250061035156,19.738000869750977,ENF,105216,True,27624,13.550571520046422
SE-St1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SE-St1_2013-2018_FLUXNET2015_Flux.nc,2013,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SE-St1_2012-2019.nc,2012.0,2019.0,68.3541030883789,19.05030059814453,WET,105168,True,19514,15.99325768141881
SN-Dhr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SN-Dhr_2011-2022_FLUXNET2015_Flux.nc,2011,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SN-Dhr_2010-2022.nc,2010.0,2022.0,15.402779579162598,-15.432220458984375,SAV,210384,True,201865,10.398180615886568
SN-Nkr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/SN-Nkr_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_SN-Nkr_2018-2024.nc,2018.0,2024.0,14.495809555053711,-16.453569412231445,CRO,105216,True,205701,15.302406148108538
TH-Kog,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/TH-Kog_2005-2013_FLUXNET2015_Flux.nc,2005,2013,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_TH-Kog_2005-2013.nc,2005.0,2013.0,18.799999237060547,98.9000015258789,EBF,157776,True,185632,16.264519746707137
TH-Mae,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/TH-Mae_2005-2016_FLUXNET2015_Flux.nc,2005,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_TH-Mae_2005-2016.nc,2005.0,2016.0,14.574999809265137,98.85832977294922,EBF,210384,True,204831,18.82061100489281
UK-AMo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-AMo_2003-2024_FLUXNET2015_Flux.nc,2003,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-AMo_2003-2024.nc,2003.0,2024.0,55.79167175292969,-3.2388899326324463,GRA,385728,True,48496,7.613465016314927
UK-Ags,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-Ags_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-Ags_2023-2024.nc,2023.0,2024.0,53.30970001220703,-4.300439834594727,GRA,35088,True,55515,14.58323555669966
UK-BnB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-BnB_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-BnB_2021-2024.nc,2021.0,2024.0,54.82326126098633,-6.669839859008789,GRA,52608,True,50775,14.825240049920536
UK-CCr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-CCr_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-CCr_2022-2024.nc,2022.0,2024.0,52.25419998168945,-3.93356990814209,GRA,35088,True,58736,14.4149639601736
UK-Cvn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-Cvn_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-Cvn_2023-2024.nc,2023.0,2024.0,52.43339157104492,0.16217699646949768,GRA,17568,True,57125,11.247887256739434
UK-Gwr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-Gwr_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-Gwr_2022-2024.nc,2022.0,2024.0,54.85464096069336,-5.988277912139893,GRA,35088,True,50776,11.77314782544316
UK-HgF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-HgF_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-HgF_2023-2024.nc,2023.0,2024.0,52.55217742919922,0.5150570273399353,GRA,17568,True,56326,16.28275778536086
UK-HpF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/UK-HpF_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_UK-HpF_2023-2024.nc,2023.0,2024.0,52.24808883666992,-0.04982670024037361,CRO,17568,True,57935,13.44198628477973
US-A03,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-A03_2016-2020_FLUXNET2015_Flux.nc,2016,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-A03_2015-2021.nc,2015.0,2021.0,70.49530029296875,-149.88229370117188,BSV,87696,True,16415,15.074406888994154
US-A10,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-A10_2012-2021_FLUXNET2015_Flux.nc,2012,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-A10_2011-2022.nc,2011.0,2022.0,71.32420349121094,-156.61489868164062,BSV,175344,True,15064,9.416264917559332
US-A32,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-A32_2016-2016_FLUXNET2015_Flux.nc,2016,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-A32_2015-2017.nc,2015.0,2017.0,36.81930160522461,-97.8198013305664,GRA,17568,True,110084,20.366779190231266
US-A37,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-A37_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-A37_2024-2024.nc,2024.0,2024.0,36.31060028076172,-97.9280014038086,CVM,17568,True,112243,11.242907199263271
US-A39,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-A39_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-A39_2024-2024.nc,2024.0,2024.0,36.377601623535156,-96.06900024414062,CRO,17568,True,112249,6.422538558460648
US-A74,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-A74_2016-2017_FLUXNET2015_Flux.nc,2016,2017,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-A74_2016-2017.nc,2016.0,2017.0,36.80849838256836,-97.54889678955078,CRO,35088,True,111164,18.228073336381044
US-ABe,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ABe_2014-2015_FLUXNET2015_Flux.nc,2014,2015,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ABe_2013-2015.nc,2013.0,2015.0,27.165599822998047,-81.21610260009766,WET,35040,True,149544,9.760853301705293
US-ADR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ADR_2012-2016_FLUXNET2015_Flux.nc,2012,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ADR_2011-2017.nc,2011.0,2017.0,36.76530075073242,-116.69329833984375,?,87696,True,111107,10.37617788000804
US-ALQ,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ALQ_2016-2025_FLUXNET2015_Flux.nc,2016,2025,,,,46.030799865722656,-89.60669708251953,WET,175344,False,78090,9.264356082056864
US-AR1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-AR1_2010-2012_FLUXNET2015_Flux.nc,2010,2012,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-AR1_2009-2012.nc,2009.0,2012.0,36.426700592041016,-99.41999816894531,GRA,52608,True,112239,8.592702895634217
US-AR2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-AR2_2010-2011_FLUXNET2015_Flux.nc,2010,2011,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-AR2_2009-2012.nc,2009.0,2012.0,36.635799407958984,-99.59750366210938,GRA,35040,True,111158,7.5196830770039655
US-ARM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ARM_2003-2025_FLUXNET2015_Flux.nc,2003,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ARM_2003-2025.nc,2003.0,2025.0,36.60580062866211,-97.48880004882812,CRO,403248,True,111165,15.833386462356213
US-ARb,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ARb_2005-2006_FLUXNET2015_Flux.nc,2005,2006,,,,35.549739837646484,-98.04022979736328,GRA,35040,False,115483,3.6401623897214814
US-ASH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ASH_2016-2016_FLUXNET2015_Flux.nc,2016,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ASH_2016-2016.nc,2016.0,2016.0,36.169700622558594,-120.20099639892578,DBF,17568,True,113256,13.483885091178447
US-Akn,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Akn_2016-2021_FLUXNET2015_Flux.nc,2016,2021,,,,33.38330078125,-81.56559753417969,MF,105216,False,124342,9.578361739579437
US-Aud,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Aud_2003-2024_FLUXNET2015_Flux.nc,2003,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Aud_2002-2024.nc,2002.0,2024.0,31.590700149536133,-110.50920104980469,GRA,385728,True,131002,10.71511899632138
US-Bar,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Bar_2005-2023_FLUXNET2015_Flux.nc,2005,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Bar_2004-2023.nc,2004.0,2023.0,44.064640045166016,-71.28807830810547,MF,333072,True,84859,9.75982881738534
US-Bi1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Bi1_2017-2024_FLUXNET2015_Flux.nc,2017,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Bi1_2016-2024.nc,2016.0,2024.0,38.09920120239258,-121.49929809570312,CRO,140256,True,105693,14.686977850264881
US-CGG,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CGG_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CGG_2019-2024.nc,2019.0,2024.0,37.9379997253418,-121.9760971069336,GRA,70128,True,106771,15.64396581660981
US-CLF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CLF_2018-2019_FLUXNET2015_Flux.nc,2018,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CLF_2017-2020.nc,2017.0,2020.0,40.636600494384766,-77.94239807128906,CVM,35040,True,96616,15.30286266110927
US-CRK,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CRK_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CRK_2022-2025.nc,2022.0,2025.0,31.462900161743164,-95.34149932861328,ENF,52608,True,132174,14.34264187287048
US-CRT,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CRT_2011-2013_FLUXNET2015_Flux.nc,2011,2013,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CRT_2011-2013.nc,2011.0,2013.0,41.628501892089844,-83.34709930419922,CRO,52608,True,92601,18.471846045616726
US-CS1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CS1_2018-2019_FLUXNET2015_Flux.nc,2018,2019,,,,44.10309982299805,-89.53790283203125,CRO,35040,False,84810,15.233162086529742
US-CS2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CS2_2019-2021_FLUXNET2015_Flux.nc,2019,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CS2_2018-2022.nc,2018.0,2022.0,44.14670181274414,-89.50019836425781,ENF,52608,True,83850,16.25189415632654
US-CS6,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CS6_2022-2023_FLUXNET2015_Flux.nc,2022,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CS6_2022-2023.nc,2022.0,2023.0,44.4296989440918,-89.54399871826172,CRO,35040,True,82890,14.173098759486072
US-CdM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-CdM_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-CdM_2019-2024.nc,2019.0,2024.0,37.52410125732422,-109.74710083007812,WSA,87696,True,107888,7.130964683850301
US-Ced,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Ced_2006-2014_FLUXNET2015_Flux.nc,2006,2014,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Ced_2005-2014.nc,2005.0,2014.0,39.83794021606445,-74.37909698486328,ENF,157776,True,99645,15.274328301574597
US-ChR,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ChR_2006-2019_FLUXNET2015_Flux.nc,2006,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ChR_2006-2019.nc,2006.0,2019.0,35.93109130859375,-84.3324203491211,DBF,245424,True,114444,11.088905695051109
US-Cop,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Cop_2003-2006_FLUXNET2015_Flux.nc,2003,2006,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Cop_2001-2007.nc,2001.0,2007.0,38.09000015258789,-109.38999938964844,GRA,35064,True,105729,5.092242035499861
US-Cst,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Cst_2014-2017_FLUXNET2015_Flux.nc,2014,2017,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Cst_2013-2017.nc,2013.0,2017.0,33.0442008972168,-91.92040252685547,ENF,70128,True,125435,7.924409797203955
US-Cwt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Cwt_2011-2024_FLUXNET2015_Flux.nc,2011,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Cwt_2011-2024.nc,2011.0,2024.0,35.059200286865234,-83.42749786376953,DBF,122736,True,117687,11.649656845732068
US-DFC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-DFC_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-DFC_2018-2024.nc,2018.0,2024.0,43.34479904174805,-89.71170043945312,CRO,105216,True,86730,10.840362348700179
US-DPW,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-DPW_2014-2016_FLUXNET2015_Flux.nc,2014,2016,,,,28.052099227905273,-81.43609619140625,WET,52608,False,145954,15.91256242075466
US-Dk1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Dk1_2002-2008_FLUXNET2015_Flux.nc,2002,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Dk1_2001-2008.nc,2001.0,2008.0,35.97119903564453,-79.0933837890625,MF,122736,True,114460,17.677664103347812
US-Dk2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Dk2_2002-2008_FLUXNET2015_Flux.nc,2002,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Dk2_2001-2008.nc,2001.0,2008.0,35.97357940673828,-79.10043334960938,MF,122736,True,113380,17.883286035877838
US-EA4,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EA4_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EA4_2021-2025.nc,2021.0,2025.0,29.663299560546875,-98.38159942626953,MF,52608,True,138988,5.640263688191951
US-EA5,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EA5_2022-2022_FLUXNET2015_Flux.nc,2022,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EA5_2021-2022.nc,2021.0,2022.0,29.358400344848633,-99.95760345458984,CSH,17520,True,140135,4.2360025464126325
US-EA6,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EA6_2023-2023_FLUXNET2015_Flux.nc,2023,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EA6_2023-2023.nc,2023.0,2023.0,29.656099319458008,-99.95880126953125,WSA,17520,True,138983,4.065247657075596
US-EDN,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EDN_2019-2024_FLUXNET2015_Flux.nc,2019,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EDN_2018-2024.nc,2018.0,2024.0,37.6156005859375,-122.11399841308594,WET,105216,True,107851,14.826376027169955
US-EKH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EKH_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EKH_2022-2024.nc,2022.0,2024.0,36.80939865112305,-121.7522964477539,WET,35088,True,111092,16.833053924050233
US-EKP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EKP_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EKP_2022-2024.nc,2022.0,2024.0,36.85580062866211,-121.7488021850586,WET,35088,True,110012,13.274456370423914
US-EML,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EML_2009-2022_FLUXNET2015_Flux.nc,2009,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EML_2008-2023.nc,2008.0,2023.0,63.87839889526367,-149.25360107421875,OSH,245424,True,28519,9.488375174767372
US-Esm,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Esm_2008-2023_FLUXNET2015_Flux.nc,2008,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Esm_2008-2024.nc,2008.0,2024.0,25.43790054321289,-80.59459686279297,WET,280512,True,156746,10.596873072849638
US-EvM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-EvM_2021-2022_FLUXNET2015_Flux.nc,2021,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-EvM_2020-2023.nc,2020.0,2023.0,25.353900909423828,-80.38099670410156,WET,35040,True,156747,9.027022817853267
US-Fcr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Fcr_2011-2014_FLUXNET2015_Flux.nc,2011,2014,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Fcr_2011-2014.nc,2011.0,2014.0,65.39679718017578,-148.93479919433594,OSH,70128,True,25626,10.67162264112757
US-Fmf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Fmf_2006-2010_FLUXNET2015_Flux.nc,2006,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Fmf_2005-2010.nc,2005.0,2010.0,35.1416015625,-111.72730255126953,WSA,87648,True,116522,15.231579489267178
US-Fo1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Fo1_2014-2023_FLUXNET2015_Flux.nc,2014,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Fo1_2013-2024.nc,2013.0,2024.0,70.08499908447266,-148.5670928955078,WET,175296,True,16884,4.375765174178043
US-Fuf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Fuf_2006-2010_FLUXNET2015_Flux.nc,2006,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Fuf_2005-2010.nc,2005.0,2010.0,35.0890007019043,-111.76200103759766,ENF,87648,True,117602,14.169319418061578
US-Fwf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Fwf_2006-2010_FLUXNET2015_Flux.nc,2006,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Fwf_2005-2010.nc,2005.0,2010.0,35.44540023803711,-111.77179718017578,CSH,87648,True,115442,15.057722138399122
US-GLE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-GLE_2006-2019_FLUXNET2015_Flux.nc,2006,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-GLE_2005-2020.nc,2005.0,2020.0,41.36650085449219,-106.23989868164062,ENF,245424,True,93538,10.0699407508751
US-HB1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-HB1_2018-2024_FLUXNET2015_Flux.nc,2018,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-HB1_2018-2024.nc,2018.0,2024.0,33.34550094604492,-79.1957015991211,WET,122736,True,124349,16.010119208097773
US-HBK,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-HBK_2017-2023_FLUXNET2015_Flux.nc,2017,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-HBK_2016-2024.nc,2016.0,2024.0,43.939701080322266,-71.71810150146484,DBF,122688,True,84858,8.767704688494753
US-HRC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-HRC_2016-2023_FLUXNET2015_Flux.nc,2016,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-HRC_2015-2024.nc,2015.0,2024.0,34.58879852294922,-91.75170135498047,CRO,140256,True,118742,15.296435033962016
US-HVs,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-HVs_1995-1995_FLUXNET2015_Flux.nc,1995,1995,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-HVs_1995-1995.nc,1995.0,1995.0,69.16719818115234,-148.85690307617188,WET,17520,True,18324,18.4161029311926
US-HWB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-HWB_2016-2017_FLUXNET2015_Flux.nc,2016,2017,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-HWB_2015-2018.nc,2015.0,2018.0,40.860801696777344,-77.84880065917969,CVM,35088,True,95617,8.137806068068151
US-Ha1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Ha1_1994-2024_FLUXNET2015_Flux.nc,1994,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Ha1_1991-2025.nc,1991.0,2025.0,42.53779983520508,-72.17150115966797,DBF,271752,True,89666,5.949188041135222
US-Hn2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Hn2_2016-2018_FLUXNET2015_Flux.nc,2016,2018,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Hn2_2015-2018.nc,2015.0,2018.0,46.688899993896484,-119.46410369873047,GRA,52608,True,75150,15.411811474338528
US-Ho2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Ho2_1999-2024_FLUXNET2015_Flux.nc,1999,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Ho2_1999-2025.nc,1999.0,2025.0,45.20912170410156,-68.74700164794922,MF,455856,True,81026,14.986992177962483
